request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,CIC,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Learn,https://www.castleintheclouds.org/,https://www.castleintheclouds.org/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Home | Facebook | Learn
67,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,Mansion,,https://www.castleintheclouds.org/things-to-do/museum/,https://www.castleintheclouds.org/things-to-do/museum/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=Mansion,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | The Mansion | Instagram | {null}
68,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,Mansion,Visit,https://www.castleintheclouds.org/things-to-do/museum/,https://www.castleintheclouds.org/things-to-do/museum/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=Mansion&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | The Mansion | LinkedIn | Visit
69,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,Mansion,Learn,https://www.castleintheclouds.org/things-to-do/museum/,https://www.castleintheclouds.org/things-to-do/museum/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=Mansion&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | The Mansion | LinkedIn | Learn
70,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,Mansion,Explore,https://www.castleintheclouds.org/things-to-do/museum/,https://www.castleintheclouds.org/things-to-do/museum/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=Mansion&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | The Mansion | LinkedIn | Explore
71,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,Mansion,,https://www.castleintheclouds.org/things-to-do/museum/,https://www.castleintheclouds.org/things-to-do/museum/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=Mansion,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | The Mansion | LinkedIn | {null}
72,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,Mansion,Visit,https://www.castleintheclouds.org/things-to-do/museum/,https://www.castleintheclouds.org/things-to-do/museum/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=Mansion&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | The Mansion | ConstantContact | Visit
73,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,Mansion,Learn,https://www.castleintheclouds.org/things-to-do/museum/,https://www.castleintheclouds.org/things-to-do/museum/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=Mansion&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | The Mansion | ConstantContact | Learn
74,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,Mansion,Explore,https://www.castleintheclouds.org/things-to-do/museum/,https://www.castleintheclouds.org/things-to-do/museum/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=Mansion&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | The Mansion | ConstantContact | Explore
75,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,Mansion,,https://www.castleintheclouds.org/things-to-do/museum/,https://www.castleintheclouds.org/things-to-do/museum/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=Mansion,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | The Mansion | ConstantContact | {null}
76,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,BasementTours,Visit,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | Facebook | Visit
77,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,BasementTours,Learn,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | Facebook | Learn
78,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,BasementTours,Explore,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | Facebook | Explore
79,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,BasementTours,,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | Facebook | {null}
80,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,BasementTours,Visit,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | GMB | Visit
81,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,BasementTours,Learn,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | GMB | Learn
82,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,BasementTours,Explore,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | GMB | Explore
83,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,BasementTours,,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | GMB | {null}
84,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,BasementTours,Visit,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | Instagram | Visit
85,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,BasementTours,Learn,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | Instagram | Learn
86,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,BasementTours,Explore,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | Instagram | Explore
87,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,BasementTours,,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | Instagram | {null}
88,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,BasementTours,Visit,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | LinkedIn | Visit
89,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,BasementTours,Learn,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | LinkedIn | Learn
90,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,BasementTours,Explore,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | LinkedIn | Explore
91,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,BasementTours,,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=BasementTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | LinkedIn | {null}
92,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,BasementTours,Visit,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=BasementTours&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | ConstantContact | Visit
93,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,BasementTours,Learn,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=BasementTours&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | ConstantContact | Learn
94,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,BasementTours,Explore,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=BasementTours&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | ConstantContact | Explore
95,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,BasementTours,,https://www.castleintheclouds.org/things-to-do/basement-tours/,https://www.castleintheclouds.org/things-to-do/basement-tours/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=BasementTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Basement Tours | ConstantContact | {null}
96,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,ExhibitGallery,Visit,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | Facebook | Visit
97,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,ExhibitGallery,Learn,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | Facebook | Learn
98,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,ExhibitGallery,Explore,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | Facebook | Explore
99,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,ExhibitGallery,,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | Facebook | {null}
100,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,ExhibitGallery,Visit,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | GMB | Visit
101,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,ExhibitGallery,Learn,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | GMB | Learn
102,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,ExhibitGallery,Explore,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | GMB | Explore
103,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,ExhibitGallery,,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | GMB | {null}
104,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,ExhibitGallery,Visit,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | Instagram | Visit
105,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,ExhibitGallery,Learn,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | Instagram | Learn
106,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,ExhibitGallery,Explore,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | Instagram | Explore
107,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,ExhibitGallery,,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | Instagram | {null}
108,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,ExhibitGallery,Visit,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | LinkedIn | Visit
109,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,ExhibitGallery,Learn,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/,https://www.castleintheclouds.org/things-to-do/exhibit-gallery/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=ExhibitGallery&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Exhibit Gallery | LinkedIn | Learn
