request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,SFG,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Shop,https://studleys.com/,https://studleys.com/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Home | Facebook | Shop
72,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,Summer,,https://studleys.com/product-category/flowers/summer/,https://studleys.com/product-category/flowers/summer/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=Summer,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Summer | Instagram | {null}
73,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,Summer,Shop,https://studleys.com/product-category/flowers/summer/,https://studleys.com/product-category/flowers/summer/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=Summer&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Summer | LinkedIn | Shop
74,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,Summer,Learn,https://studleys.com/product-category/flowers/summer/,https://studleys.com/product-category/flowers/summer/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=Summer&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Summer | LinkedIn | Learn
75,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,Summer,Explore,https://studleys.com/product-category/flowers/summer/,https://studleys.com/product-category/flowers/summer/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=Summer&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Summer | LinkedIn | Explore
76,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,Summer,,https://studleys.com/product-category/flowers/summer/,https://studleys.com/product-category/flowers/summer/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=Summer,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Summer | LinkedIn | {null}
77,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,Summer,Shop,https://studleys.com/product-category/flowers/summer/,https://studleys.com/product-category/flowers/summer/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=Summer&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Summer | ConstantContact | Shop
78,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,Summer,Learn,https://studleys.com/product-category/flowers/summer/,https://studleys.com/product-category/flowers/summer/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=Summer&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Summer | ConstantContact | Learn
79,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,Summer,Explore,https://studleys.com/product-category/flowers/summer/,https://studleys.com/product-category/flowers/summer/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=Summer&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Summer | ConstantContact | Explore
80,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,Summer,,https://studleys.com/product-category/flowers/summer/,https://studleys.com/product-category/flowers/summer/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=Summer,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Summer | ConstantContact | {null}
81,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,GardenCenterGifts,Shop,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | Facebook | Shop
82,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,GardenCenterGifts,Learn,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | Facebook | Learn
83,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,GardenCenterGifts,Explore,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | Facebook | Explore
84,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,GardenCenterGifts,,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | Facebook | {null}
85,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,GardenCenterGifts,Shop,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | GMB | Shop
86,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,GardenCenterGifts,Learn,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | GMB | Learn
87,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,GardenCenterGifts,Explore,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | GMB | Explore
88,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,GardenCenterGifts,,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | GMB | {null}
89,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,GardenCenterGifts,Shop,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | Instagram | Shop
90,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,GardenCenterGifts,Learn,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | Instagram | Learn
91,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,GardenCenterGifts,Explore,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | Instagram | Explore
92,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,GardenCenterGifts,,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | Instagram | {null}
93,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,GardenCenterGifts,Shop,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | LinkedIn | Shop
94,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,GardenCenterGifts,Learn,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | LinkedIn | Learn
95,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,GardenCenterGifts,Explore,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | LinkedIn | Explore
96,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,GardenCenterGifts,,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=GardenCenterGifts,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | LinkedIn | {null}
97,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,GardenCenterGifts,Shop,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | ConstantContact | Shop
98,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,GardenCenterGifts,Learn,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | ConstantContact | Learn
99,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,GardenCenterGifts,Explore,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=GardenCenterGifts&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | ConstantContact | Explore
100,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,GardenCenterGifts,,https://studleys.com/product-category/flowers/garden-center-gifts/,https://studleys.com/product-category/flowers/garden-center-gifts/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=GardenCenterGifts,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Garden Center Gifts | ConstantContact | {null}
101,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,Birthday,Shop,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | Facebook | Shop
102,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,Birthday,Learn,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | Facebook | Learn
103,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,Birthday,Explore,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | Facebook | Explore
104,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,Birthday,,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | Facebook | {null}
105,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,Birthday,Shop,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | GMB | Shop
106,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,Birthday,Learn,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | GMB | Learn
107,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,Birthday,Explore,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | GMB | Explore
108,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,Birthday,,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | GMB | {null}
109,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,Birthday,Shop,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | Instagram | Shop
110,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,Birthday,Learn,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | Instagram | Learn
111,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,Birthday,Explore,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | Instagram | Explore
112,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,Birthday,,https://studleys.com/product-category/flowers/birthday/,https://studleys.com/product-category/flowers/birthday/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=Birthday,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Birthday | Instagram | {null}
